Drug,KW_stat,p_value,p_fdr,significant_fdr
DESOXYCORTONE (BRD:BRD-K98521173-001-19-4),6.452795933188098,0.03970024315113385,0.41220018084263194,False
PPT (BRD:BRD-K00312224-001-09-5),6.369769119769131,0.04138302278616466,0.42074341307929725,False
UK-383367 (BRD:BRD-K06294530-001-01-5),6.3692977474919505,0.0413927773404698,0.42074341307929725,False
ATORVASTATIN (BRD:BRD-K69726342-238-02-4),6.36543367346939,0.04147282702286527,0.42074341307929725,False
TEMOCAPRIL (BRD:BRD-K10784860-003-02-3),6.337216431637035,0.04206209854726496,0.42142551323784344,False
PHENYLMERCURIC-ACETATE (BRD:BRD-K74193284-001-04-8),6.331890331890335,0.0421742612946826,0.42142551323784344,False
BIBU-1361 (BRD:BRD-K49294207-300-03-8),6.312409812409825,0.042587056657495216,0.4223746141627697,False
TACALCITOL (BRD:BRD-K73237276-001-01-0),6.24489795918368,0.044049160723702574,0.43363951556889424,False
HYODEOXYCHOLIC-ACID (BRD:BRD-K44009692-001-02-3),6.222581510081507,0.04454342357004544,0.4352809553278705,False
AMMONIUM-LACTATE (BRD:BRD-M29182745-001-01-4),6.20067567567567,0.04503398563896747,0.4353721651912848,False
CHLORQUINALDOL (BRD:BRD-K90374350-001-09-2),6.192411050198855,0.04522046518201977,0.4353721651912848,False
WP1130 (BRD:BRD-K43644456-001-04-0),6.178524374176547,0.04553553872203806,0.4353721651912848,False
COPANLISIB (BRD:BRD-K24666289-001-04-9),6.137893141341408,0.04647008202959236,0.43808894844740276,False
KW-2449 (BRD:BRD-K21718444-001-06-8),6.1237455779366226,0.046799966635834425,0.43808894844740276,False
HEXAMINOLEVULINATE (BRD:BRD-K73753850-003-01-6),6.123376623376629,0.046808600962777426,0.43808894844740276,False
SNX 2112 (BRD:BRD-K71281111-001-04-3),6.064935064935071,0.0481965646895044,0.44560426337707054,False
CP-724714 (BRD:BRD-K76908866-001-07-6),6.031800298466962,0.04900170677998825,0.44560426337707054,False
CLENBUTEROL (BRD:BRD-A75726477-003-21-3),6.020318575191265,0.049283827832762,0.44560426337707054,False
PUROMYCIN (BRD:BRD-A28970875-300-04-9),6.01262626262627,0.049473746130412936,0.44560426337707054,False
PTC-209 (BRD:BRD-K83834509-001-01-1),6.01262626262627,0.049473746130412936,0.44560426337707054,False
DOLASTATIN-10 (BRD:BRD-K78567475-001-01-4),6.006587615283266,0.04962334911949318,0.44560426337707054,False
NERATINIB (BRD:BRD-K85606544-001-09-1),5.981129215611958,0.05025905205813096,0.4482837596325909,False
TOFOGLIFLOZIN (BRD:BRD-K96344439-002-02-7),5.955233768692024,0.05091402340938729,0.4494419719749212,False
