,ACH-000828,ACH-000117,ACH-000017,ACH-000554,ACH-000276,ACH-000818,ACH-000856,ACH-000223,ACH-000019,ACH-000330,ACH-000725,ACH-000643,ACH-000711,ACH-000248,ACH-000857,ACH-002499,ACH-000196,ACH-000258,ACH-000691,ACH-000374,ACH-000148,ACH-001705,ACH-001392,ACH-000876,ACH-000668,ACH-002921,ACH-001396,ACH-001419,ACH-001389,ACH-001683,ACH-002400,ACH-000568,ACH-000111,ACH-000621,ACH-000755,ACH-000028,ACH-000277,ACH-001394,ACH-000721,ACH-000902,ACH-000859,ACH-000927,ACH-000768,ACH-000349,ACH-001662,ACH-001393,ACH-000573,ACH-000783,ACH-000759,ACH-000910,ACH-000147,ACH-000930,ACH-000624,ACH-000699,ACH-000044,ACH-000352,ACH-001390,ACH-001388,ACH-001395,ACH-000536,ACH-000642,ACH-001819,ACH-002401,ACH-000212,ACH-000849,ACH-000097,ACH-000288,ACH-001820,ACH-002399,ACH-001391,ACH-000934
CUZD1,0.3308061957,0.2564140856,0.3287296295,0.8378956318,0.3397701979,0.1582038701,0.0,0.9631152749,0.5267379284,0.1898625046,0.4189282358,0.1581844687,0.3893123865,0.1049806997,0.5228672624,0.1782493293,0.8968476653,1.064227581,0.1791747063,0.0,0.4314774871,0.605106473,1.8631376028,1.1491552591,0.9093637466,0.0,7.8654241562,0.4140456617,0.7704848647,0.7693282962,1.5804735422,1.0406891108,0.5257461667,0.3149377704,0.3247449398,0.5284472704,0.0298994966,0.9306843877,0.5933815241,0.3358216584,0.4388666153,0.1397877336,0.1237893403,0.4558208883,1.1642391682,0.0769270733,0.3091657162,0.5186811686,0.0189730898,0.5733570457,0.4825808704,0.0296182614,0.4222200811,1.0648138523,0.0266810972,1.0549457073,0.7224301696,0.1691823006,0.8254803419,0.6199979782,0.1908373237,1.1858221292,1.0294882059,0.9820067883,0.6899163723,0.2204500735,0.2802282572,1.2702957392,0.7157027721,1.3896659613,0.910644412
CALHM2,3.3208470345,2.6776571274,2.8902578354,2.2955467701,4.4597330093,4.1660804749,2.215880394,3.8806855679,4.5269889832,3.7322039604,2.3082356453,4.5372462273,1.5901132822,4.0031166077,3.6751723289,4.6810836792,2.6181657314,5.3157544136,3.15452981,4.7324590683,4.6462664604,3.2564008236,2.7292308807,2.0140910149,4.9075155258,5.2076821327,4.4015893936,0.7735651135,3.1473686695,2.9560344219,2.842902422,3.015848875,2.5806231499,4.7144875526,3.7916579247,4.9751439095,0.9952312112,4.3980426788,1.4761172533,1.3061689138,1.2892619371,2.3534023762,4.4143586159,3.234885931,1.1712516546,1.5387318134,3.9308414459,2.7436549664,2.1831276417,1.1253072023,1.3318427801,3.2528409958,3.5914399624,1.6156611443,5.0472722054,4.2291264534,3.0270831585,0.6670900583,2.5045363903,1.042658329,3.8092601299,4.6865735054,2.7947216034,3.598341465,1.8653527498,2.7165410519,1.9431974888,2.9963941574,3.32467103,0.8081032634,4.0564188957
PLCE1,3.1048247814,1.8429908752,1.7055046558,1.2713838816,3.0174889565,1.4131120443,3.46281147,1.0132192373,0.2527801692,1.3324043751,1.8340598345,2.0064918995,0.2976222634,3.4289410114,1.9184855223,2.6670405865,3.8503394127,0.3930833638,2.2742407322,3.0692002773,2.9530844688,0.8124489188,0.2083324641,0.4065257907,2.4821176529,5.5920352936,1.6905511618,0.9899230003,3.1967580318,0.4502795637,1.3154444695,0.5613623261,3.3384444714,1.0093041658,0.270575583,0.3202004433,1.286922574,1.6573839188,1.0620526075,0.145343557,2.1884641647,0.8837255836,2.1248641014,0.2191988826,0.2180235088,0.1849391162,1.600088954,0.8346958756,1.0991201401,0.2637062967,2.4171800613,4.1500477791,2.9581356049,0.7247288227,1.1605072021,4.7667646408,0.8925107121,0.1004421711,3.4113028049,3.0334935188,0.9309757352,0.5283242464,1.0412991047,0.934799552,2.6581292152,2.5820405483,3.4212138653,4.8202710152,1.9191532135,1.2056990862,1.5473214388
DBR1,3.9051389694,3.9163811207,3.6668133736,3.7280292511,4.9351816177,4.2213125229,4.727643013,4.3464818001,3.9607710838,4.56173563,4.4603886604,2.7400877476,4.8241672516,4.0392522812,3.6659383774,3.6685163975,5.0984196663,4.8689584732,4.1953635216,4.7869048119,4.060479641,2.5929641724,2.4807355404,3.8949050903,4.6101980209,3.6172983646,3.2254245281,2.8988177776,3.7737748623,3.5663890839,3.0073873997,3.3437488079,4.0290021896,3.9715895653,3.0130209923,4.2118763924,4.2879595757,3.1614458561,4.215927124,4.4923148155,4.3566651344,4.96357584,3.848287344,4.7485041618,2.165040493,3.4752016068,4.6997127533,4.6937599182,3.6294264793,4.6184444427,4.6994681358,4.47336483,3.4347910881,4.8691754341,4.4855942726,3.8037126064,3.1242702007,1.3214951754,2.4688153267,4.1944651604,4.280377388,4.7446241379,3.2272357941,4.7750716209,4.227417469,3.5938436985,3.9035878181,4.4884376526,4.0315275192,3.279157877,4.621213913
ASCC1,5.2164783478,4.3539443016,5.412293911,5.4938650131,5.7436981201,4.1776866913,5.027680397,5.176366806,5.7341108322,3.7926888466,4.7587881088,5.9295330048,5.4237833023,6.0421538353,4.4070739746,4.9862332344,4.5866808891,6.1510753632,7.7376461029,5.5028557777,4.7338910103,4.7603859901,3.0004959106,5.1123080254,4.8939299583,4.7699303627,4.1577067375,4.4585986137,5.6027774811,4.5533299446,5.0496177673,3.4269006252,5.5549969673,4.6447620392,3.9500203133,5.2893366814,4.6000142097,5.0241069794,4.9002776146,4.3130788803,4.8462424278,4.52536726,4.8199491501,3.8854963779,2.2396485806,4.6251769066,4.5587878227,4.2083611488,3.8541851044,4.956744194,4.1968507767,5.6853685379,4.8043737411,5.7043628693,4.5749793053,4.9437761307,4.7308573723,1.5698847771,4.4559583664,5.1826405525,4.9204983711,5.5849533081,5.4761190414,5.0881881714,6.1382842064,3.7603700161,5.6218791008,5.5440340042,5.8964319229,4.8657603264,4.3690962791
SMARCAL1,3.0834958553,3.0543136597,2.6487369537,3.5392827988,4.041996479,3.4666531086,4.0682406425,2.9011564255,3.1929879189,3.6385140419,3.1560924053,2.2621865273,3.2314200401,2.6661088467,2.5308322906,3.0647397041,2.6085915565,3.4949276447,3.6689927578,3.8506593704,4.0724401474,3.4502677917,2.2080833912,2.6313371658,3.8662157059,4.169467926,2.9020504951,2.2466208935,4.688141346,3.1036889553,2.7501647472,2.2119934559,3.2784531116,3.5970067978,2.2522611618,3.37414217,3.4705107212,3.7306292057,3.6275250912,4.2737846375,3.7491910458,3.4872677326,3.030964613,3.690305233,2.6469829082,2.9839258194,4.1822872162,3.6381664276,2.9923007488,3.5317556858,3.4700942039,3.7956006527,2.9092969894,3.4891703129,3.6622738838,3.4011471272,2.5056445599,0.7519426942,3.2944061756,3.5200576782,3.3715114594,3.9594547749,3.5948710442,4.0276846886,3.8959424496,2.9770381451,3.8232908249,3.5579123497,3.5452518463,3.7276699543,3.2095735073
HERC5,0.7080017924,1.1788038015,0.1235629097,0.5216859579,2.2860383987,1.1466031075,1.1461533308,4.1956706047,0.3340007067,0.1192539036,1.1402944326,4.0028104782,0.335488975,0.0886016116,2.4073963165,4.4615416527,1.8248736858,0.0091350172,1.6001697779,3.4656219482,0.0114498381,0.025018869,0.0768532157,1.8625584841,3.5301580429,0.0,0.0119249476,0.0349791273,4.1186671257,0.5335095525,3.4823448658,0.8733919263,2.0583026409,4.6301608086,0.0289736167,0.2754111886,1.0029904842,4.282017231,0.0435796864,0.7434615493,2.6285169125,0.5029242635,3.948993206,1.5167565346,2.0616862774,0.7087355256,3.4591810703,0.5776671171,0.2762762904,0.3612439632,1.4422959089,2.7379636765,1.4042873383,2.4213740826,0.3424227536,1.1032961607,1.1342866421,0.0642523989,0.0238202531,0.0722224489,3.1588654518,1.6071811914,3.0920314789,2.1301467419,1.5788855553,0.5265246034,1.8796783686,2.6688430309,3.0968792439,0.3184776604,0.6016812921
COPS4,5.9439706802,5.7719540596,5.5032658577,5.2961416245,5.8546891212,5.86947155,6.3459072113,6.1537342072,5.7644629478,5.9833450317,5.4109854698,3.900151968,5.1663017273,5.5825619698,4.2212972641,4.8683409691,5.0579442978,5.424495697,4.3050804138,4.7860736847,5.4289498329,4.7349643707,2.2892620564,4.6554780006,5.154173851,6.0002951622,4.3649296761,3.8394758701,6.5660281181,5.0919661522,4.748509407,4.041864872,4.9051966667,5.781747818,5.1283760071,5.3957176208,5.9409842491,4.8236222267,5.2523818016,5.1794433594,6.3387827873,5.272769928,5.8137578964,5.6565508842,2.1527090073,4.6280326843,4.9020061493,5.6256651878,5.3104820251,5.7554001808,5.7240691185,5.273314476,4.4323182106,5.9155402184,7.0728883743,5.1057829857,3.8708183765,2.0083291531,3.7803835869,5.509185791,4.8115944862,5.0333127975,4.5049571991,6.2378082275,5.3499135971,6.6407551765,5.8365125656,5.4588575363,5.1794157028,5.6807012558,5.3722138405
LEF1,0.1724708676,0.4100349545,0.2318034768,0.4232575893,0.4142037332,0.9414406419,0.3907194138,0.2901341915,0.2556783855,0.2972994447,0.2769646943,0.921241343,2.0292055607,0.2404914051,0.256462425,2.0435404778,1.0433374643,5.71378088,0.2454798371,0.4322742224,3.8344483376,0.0773865804,0.3516826034,1.7321084738,0.2022384107,7.4905219078,0.0,1.3693939447,0.6870499253,1.9516922235,1.8937155008,0.510112226,0.9327641726,3.0057017803,0.2537412345,0.4670603275,2.8058185577,0.9054071307,0.3170284629,5.4135465622,0.5869942904,2.8786213398,2.2657849789,3.8186154366,2.2302060127,0.2631870806,3.500190258,1.7575907707,0.7378632426,0.882180512,1.9128682613,1.3463045359,0.1874320507,2.8387482166,0.6006874442,0.393497467,3.3318083286,0.6188700795,0.2577818632,1.8777441978,0.824832201,0.2363370955,2.5030815601,2.4296534061,0.8279750943,2.2869787216,0.3249637783,4.2303566933,2.4187781811,3.3345940113,2.5787599087
PDE6H,0.0,0.0,0.0,0.0,0.0,0.0,0.0925498009,0.1252265573,0.0,0.0678493232,0.0,0.0499541163,0.071128346,0.0,0.1149359941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0687217116,0.0,0.0,0.0,0.0921045765,0.0,0.0,0.0,0.0,0.0684960932,0.0652607158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1195381209,0.0,0.0485933274,0.1280874759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1092736274,0.0,0.0837634429,0.0,0.0,0.0,0.1043004245,0.0,0.0,0.0,0.0,0.0,0.0
YARS2,3.5945365429,5.2593288422,3.7782821655,4.2504463196,3.9800891876,4.2223329544,4.3234205246,3.6570453644,3.4874606133,3.9926142693,3.2872490883,3.2127280235,3.9325525761,4.2538609505,2.9036765099,5.344004631,3.4419522285,3.1093521118,4.1117405891,3.8589656353,3.4800970554,3.7333760262,2.9539337158,4.0976867676,3.2317502499,3.1230685711,2.7347486019,4.7094283104,4.6416039467,3.5160529613,3.394806385,3.2794430256,3.7447638512,3.1235353947,3.6590111256,3.5629873276,3.6674380302,3.6081233025,4.5287714005,3.826416254,3.2546756268,3.8875155449,3.7723395824,4.6024866104,3.6564848423,3.4486658573,4.6452231407,4.530526638,3.5116829872,3.7119684219,4.1697487831,3.7809715271,3.9760243893,3.8173060417,4.2280950546,4.202041626,4.3323354721,1.4812834263,3.5994963646,4.6123819351,4.1706061363,4.7721705437,3.8530774117,4.8262739182,3.6080758572,4.9450597763,3.8351256847,4.1609363556,3.6684482098,3.6659157276,4.4640145302
PIK3C2G,0.0139895733,0.0106022647,0.0327525549,1.1911962032,0.2898557186,0.2362905443,0.0256156772,0.1535277963,0.183797732,0.0781780556,0.2427866161,0.5788556337,0.0908453017,0.0632033274,0.2702777684,0.0125600919,0.0318920091,0.0,1.2798457146,0.0306383595,0.0,0.2033803463,1.2806891203,0.8821781874,1.1890780926,0.1803184748,0.0125558022,0.0407732241,0.0,0.2848445773,0.5593068004,0.0,0.5046213865,0.0219742805,0.1854618937,0.325399071,0.462371707,0.0125343492,0.0,4.2018375397,0.2521649301,0.2459020615,0.0084166098,1.1268804073,0.0738586113,1.8052883148,0.0,0.1544821113,0.2374609262,0.2145289481,0.3211580813,2.8084695339,0.5432167053,0.0,0.7526389956,0.3347627521,0.0752355084,0.0926566869,0.5852375627,0.0,0.7171295881,3.2112054825,0.3648928702,0.0689541623,0.0,2.788295269,0.0049313498,0.6979686022,0.2020151913,0.0,2.3788862228
C1RL,0.9579584002,0.3475364149,1.7383269072,1.2986465693,3.7951745987,3.5164313316,4.1639819145,4.1051416397,0.0708179474,3.3349227905,3.7816114426,4.3317337036,3.8861403465,1.1772034168,3.3400466442,5.0674147606,4.0170311928,4.2288107872,3.1413428783,4.2208175659,3.2464430332,3.9153487682,0.3314438164,2.9764773846,4.6901655197,5.8252258301,3.3814549446,2.1394171715,2.9799211025,3.9057264328,6.3044199944,0.2379821539,5.4512672424,2.3153054714,0.0865297094,0.2567196488,1.8277823925,4.3535351753,5.6055388451,3.8190448284,4.7569856644,2.5576550961,1.7053277493,3.8205058575,3.8400602341,4.2075414658,5.4458956718,1.3474105597,4.1720952988,0.0,2.4387638569,4.0685591698,3.7260246277,5.0942149162,5.1239848137,0.4322026074,3.3285937309,1.0104862452,3.3929314613,5.0783963203,4.9862518311,3.2293465137,6.5397605896,4.6191959381,3.2920396328,5.1628265381,2.5612626076,4.2681722641,4.811419487,4.4667186737,1.7240869999
SYCP3,0.9250286818,1.0882637501,0.7278621197,0.5212467909,0.9068390131,0.3976835907,0.2387306243,0.4692514539,0.3170574307,0.3065025806,0.118221499,0.0824232846,0.0452388525,1.1346086264,0.5229436159,1.4416321516,1.2181116343,0.0868014246,0.3713837862,0.3219569623,0.0,0.0249210317,1.1922825575,0.7413064837,0.2111355811,0.0714482889,1.41632092,0.010984594,0.0138666937,0.2123701125,0.1374694258,1.4618114233,0.5264754891,0.3581655324,0.3453327715,0.3045098782,0.5726714134,0.1065332517,0.5611628294,0.7212623954,0.1284517795,0.6407745481,0.8286096454,1.579460144,0.3417558074,0.2129539996,0.4122807682,1.6264952421,0.0106352037,0.4459851384,0.476506114,1.7468029261,0.4925741255,0.8184636831,2.5029160976,0.6665230393,0.0657515153,0.0071194172,0.4255087078,0.7134485841,0.6657102108,0.0,0.3439762592,1.3071020842,0.334509939,1.474996686,0.1508183032,0.2313500792,0.316989094,0.1554642916,1.6965636015
GLTP,3.8500592709,5.0247807503,5.1329426765,5.2032322884,4.6924552917,4.0570774078,4.0437030792,3.7690629959,4.4949851036,4.8590703011,4.3727850914,2.4346096516,4.4716491699,5.7324237823,4.0487332344,4.7721233368,3.8999102116,3.5887446404,3.1475541592,3.337282896,4.8485078812,4.1863818169,5.1310954094,5.3752932549,4.9141340256,4.5971794128,5.0107483864,4.8633389473,5.2606654167,5.0899767876,4.9962711334,4.4198760986,3.7532515526,3.7267549038,4.1383805275,4.00370121,4.6146507263,3.1722939014,3.7543530464,4.2754244804,4.3534784317,3.6626269817,5.3800506592,5.1567807198,2.9049985409,5.6422281265,3.5418989658,4.3233628273,5.4204387665,3.4877307415,4.1373558044,4.2450695038,4.0965738297,3.6619889736,5.3822417259,4.810833931,3.4517650604,4.6604781151,5.3935432434,4.3087029457,4.1079807281,5.4024801254,5.8588886261,4.0732030869,5.0550479889,4.7241535187,3.2722890377,7.3993077278,5.1368556023,4.2373876572,4.7804412842
DHH,0.0,0.0,0.0,0.0,0.0,0.0,0.0243792571,0.0233163945,0.0158086829,0.0116001163,0.0,0.0045359088,0.0,0.0108371163,0.0034698341,0.0246969722,0.0388449095,0.0620968379,0.0,0.0079518212,0.0084711118,0.0,0.007090705,0.0139538543,0.0,0.0,0.0,0.0105664618,0.0,0.0,0.0383687504,0.007128031,0.0561492667,0.1121476367,0.0,0.0304081235,0.0,0.0081498045,0.0395497307,0.0034453671,0.0290612821,0.0,0.007440954,0.0096610477,0.0,0.0,0.0,0.0044381102,0.0,0.0079532564,0.0249890927,0.0179903004,0.0244742967,0.0181641188,0.0682773292,0.0632944629,0.0043446198,0.0058957729,0.0076260921,0.0276183579,0.0452612229,0.0,0.0565377511,0.0,0.019223664,0.0,0.0049069081,0.0,0.0485291593,0.0,0.0169184413
CSAD,6.5505375862,5.811293602,5.2765450478,4.8400702477,4.3563127518,6.24127388,4.959862709,4.7076516151,5.2413215637,4.9752311707,4.9563446045,3.7689359188,2.5733988285,5.0036158562,2.0494041443,3.8592638969,5.0279102325,3.3153648376,5.6995930672,5.2845511436,3.755058527,3.7075469494,4.5700559616,5.9954051971,4.6389427185,4.7464365959,6.3108415604,3.8388912678,3.043159008,4.8897705078,3.0729513168,5.7121663094,4.2307486534,4.2123045921,5.2126784325,5.5009870529,6.3328137398,2.9175653458,3.3620939255,4.2383131981,4.2797684669,5.4944701195,3.0165355206,6.6501741409,7.8589630127,3.3518586159,3.1659681797,6.6496872902,5.0390505791,5.8923134804,6.8106360435,5.3047447205,3.2930173874,4.0593724251,7.5804319382,4.2517795563,2.7796547413,3.2878651619,4.501967907,4.4653868675,5.3841881752,3.9363741875,3.9211030006,3.0769968033,4.1355347633,6.2700018883,3.2937457561,2.351139307,2.0729906559,1.9134696722,5.5554571152
SERPINA10,0.0159898978,0.0360306203,0.013477982,0.0,0.0,0.0198114906,0.0087751411,0.0,0.0264332313,0.0325085483,0.0,0.0,0.0,0.0,0.0041547441,0.0,0.0312130824,0.0,0.0408980399,0.238013953,0.0093715386,0.0,0.0,0.0,0.0,0.8706882596,0.0,0.0,0.0972494036,0.0532907061,0.0072916779,0.0417364165,0.01488942,0.2066494823,0.0,0.0340889096,0.0,0.008098159,0.0403355807,0.004318729,0.0512245186,0.0222229157,0.0170638729,0.8098646998,0.0,0.0,0.0675547421,0.0180102475,0.0,0.009368673,2.0619869232,0.0151349949,0.1480294913,0.772670269,0.1322833449,0.0428362153,0.0121152354,0.0,0.0035605021,0.0278985687,1.0273805857,0.0,0.2519371808,0.0,0.0391847268,0.1284148246,0.2743237019,0.1352813691,0.0802701637,0.0702354312,0.0376394577
DUOX2,0.007367753,0.0086231353,0.0,0.0118376659,0.7055488825,0.0040439721,0.1413477659,0.3869069517,0.0071567418,0.030829018,0.0079690376,0.9561191201,0.3105739653,0.0035777721,0.1584223509,0.0,0.0134994211,0.0135951778,0.2587347925,0.2144630551,0.0,0.0,0.0044007152,0.053919021,0.0766384453,0.0073275631,0.0237762611,0.0,0.0115171066,0.0,0.0651807413,0.0,0.0489922166,0.1646755934,0.002775958,0.02444309,0.0081942761,0.0861424282,0.0,0.0137709547,0.0065637352,0.0,0.0569469295,0.003253933,0.3598258793,0.0119993491,0.0177409351,0.0728700012,0.0235349927,0.0,0.0,0.0163180213,1.8362998962,0.0371530615,0.0291503556,0.0640178025,0.0223166738,0.0388589539,0.0395525396,0.1257674694,0.999704957,0.0372022688,0.1028556302,0.0092496993,0.0255930014,0.0,0.006499107,0.00680786,0.0096882759,0.003582089,0.0222939458
SCAPER,3.3311965466,2.0178613663,2.1218342781,2.0399947166,3.2534356117,2.9876027107,3.6345119476,1.9355351925,2.5333266258,2.8642792702,2.7327358723,2.1768238544,2.6438815594,2.2645184994,2.0513687134,2.7656769753,3.9043009281,3.4079699516,1.5763044357,3.1740531921,2.5992772579,2.0122504234,0.8555711508,1.6573976278,3.6530256271,2.9616491795,1.5349829197,1.270247817,3.1096262932,2.8239612579,1.6995738745,2.4730439186,1.8649923801,2.2959258556,1.4739427567,2.578441143,2.4594972134,2.4483540058,2.7033045292,3.245121479,2.5742201805,2.4920325279,2.3945634365,2.745269537,1.949026823,3.0104737282,2.415255785,2.6449453831,2.5330250263,1.4961094856,2.4057338238,2.1239542961,1.8206365108,3.3235042095,3.1319730282,2.5932176113,1.9607970715,1.0702519417,2.570858717,2.2249324322,2.5963485241,2.9609806538,2.4218399525,2.4844141006,2.3435983658,3.3791537285,2.3307964802,2.8687815666,2.3106424809,3.6447906494,2.4904212952
PCSK6,1.6517474651,2.3689835072,1.0678658485,1.4321790934,1.9176570177,2.5587842464,2.5376040936,3.2645978928,3.5812427998,0.2273541689,0.3774980605,3.5799043179,4.4629030228,0.4719989896,4.2165093422,3.9507203102,3.0473098755,6.1683049202,5.2484397888,4.222858429,0.0427689925,3.2732100487,1.0899862051,2.7564980984,1.4443278313,3.1668021679,0.5631639957,3.0213801861,0.6239305139,1.3287330866,1.8273313046,3.0362465382,2.7410547733,0.6243648529,2.9422593117,4.6224794388,1.3663474321,1.5300856829,2.9953706264,1.4204392433,2.1414523125,0.79112643,0.4446225464,4.2117133141,2.1026649475,1.5645294189,3.0642206669,2.4761977196,3.8967852592,2.6794011593,1.237496376,5.5776643753,2.4352924824,2.9434976578,0.7127762437,3.5637683868,2.6461834908,0.7465217113,0.5797352791,1.695330143,2.5818910599,3.3931319714,3.7369511127,1.5122623444,1.7932674885,3.3531398773,0.2278100699,3.7671039104,1.5063327551,3.2607829571,2.9994335175
RHCG,0.0,0.1105089113,0.0728645176,0.0219913311,0.6396405697,0.3945481777,0.0504821949,0.4977176189,0.3871463537,0.0478747673,0.1388301998,0.5640181303,0.0234171804,0.2783452272,2.8819777966,0.2161220461,1.1782748699,0.0,0.116932936,2.403526783,0.0,0.0,0.0,0.0,0.5625555515,0.0,0.0,2.4105148315,0.132891342,0.0,3.1303246021,0.0,1.0743547678,0.0,0.817227006,0.190556705,0.0,0.7826031446,0.0,0.0373330191,0.0272814669,0.0,0.0204801541,0.1847005039,1.1165577173,0.5442895293,1.9700069427,0.0763196498,0.2988541722,0.0,0.0616310574,0.1387502551,1.266738534,0.4637030065,0.0,0.6232253909,1.9174699783,0.0330092087,0.0,0.0279806387,1.4349191189,0.0,4.3567495346,0.0,0.1468728483,0.0,0.0259288698,0.0,1.3644211292,0.0,0.5111431479
NTRK3,0.0828946605,0.0,0.0051340619,0.0069744149,0.3892000318,0.2204141617,0.1261350065,0.3281988204,0.0274584144,0.0132507086,0.0,0.0089357337,0.0,0.1968260705,0.054428976,3.2117037773,0.013709507,0.1019821391,0.4413453639,2.6929872036,0.3957253098,0.0,0.0184262283,0.4804729819,0.00173596,0.2480344176,0.0,0.2020427734,0.0,0.0,0.003225144,0.0179090835,1.8928611279,0.0,0.0,0.0152591942,0.0,0.0,0.0,0.0088052535,0.2517736256,0.3215575516,0.0,0.2314803302,0.0,0.0,0.4572339058,0.0,0.3110450208,0.0,0.0,0.0305832755,0.001859877,2.2182571888,0.4621308744,0.0172420777,0.0097112041,0.0,0.0,0.0113081336,0.0332911946,0.5971173048,0.0154832974,0.2149068862,0.0126001369,2.1611394882,3.8950505257,0.0334561281,0.0,0.0059489338,0.0
FURIN,2.7266197205,3.9048404694,4.656393528,5.0109677315,5.7030344009,4.0815439224,5.1797776222,4.293510437,3.5535817146,3.8803622723,3.1008279324,4.3164858818,5.3515648842,4.858194828,6.0103859901,5.0043802261,3.9252684116,4.2705287933,4.7316884995,6.0984597206,5.1461501122,6.4362316132,5.6889748573,4.2033500671,5.5429143906,6.3690509796,4.2453813553,5.5832061768,4.8654141426,4.798605442,5.7398076057,4.5321984291,4.7157506943,4.3655385971,5.123541832,4.1583614349,1.5677400827,4.5219740868,3.5796627998,6.0962133408,4.3927707672,1.778545022,4.6266784668,5.1295714378,5.4887237549,4.5224261284,4.9192256927,4.236515522,4.6515398026,3.6842801571,3.2393889427,5.6626443863,2.960252285,5.043589592,4.1428627968,4.4113178253,5.1425275803,2.7636814117,5.2057871819,5.456237793,5.2643260956,5.6817331314,5.4923977852,4.1185507774,3.8033511639,3.3580882549,3.1686484814,4.7697081566,5.8229341507,3.9795773029,4.7599067688
PARN,3.878578186,4.1039090157,4.0839705467,4.2098274231,4.3197336197,4.6185674667,4.5115251541,4.7496466637,4.3638157845,4.2669138908,3.9041852951,3.6050200462,4.0495347977,4.4606637955,3.2962019444,5.0503058434,3.4803814888,3.6478095055,3.9862835407,5.1131711006,3.7316393852,4.8816156387,3.1911725998,4.6959438324,5.0612015724,5.2821879387,4.2437529564,4.7053699493,4.9324865341,4.2657146454,4.8476109505,3.664937973,4.7041416168,4.2263622284,3.689232111,4.5417814255,4.572198391,5.2480945587,4.684173584,5.0045776367,4.5260062218,4.3449773788,3.6442484856,4.6999125481,3.5469067097,4.6871166229,5.0452156067,4.4246468544,3.8680939674,4.5067353249,4.3121714592,4.7703003883,3.3164730072,5.7985143661,3.9239003658,4.3260121346,4.5909371376,1.4641350508,4.8480668068,4.9182524681,4.0689888,5.7551493645,4.414182663,4.5308947563,3.8333656788,4.3239393234,4.2052593231,4.992773056,4.5234303474,4.8113427162,5.0940289497
CLEC18B,0.3731960654,1.064165473,0.0,0.4539915919,0.5175821185,0.5338702798,0.1643769592,0.8292634487,0.3206718266,0.0578675084,0.4239492118,0.2366260886,0.030507002,0.0,0.0586503707,0.236682415,0.2187873721,0.2042972445,0.5076749325,1.5989701748,0.0303600933,0.0,0.5873774886,0.8429273367,0.8730784655,0.3467628956,0.20954445,0.078210853,0.5541035533,0.0,0.4468691647,0.3932173848,0.0838355944,0.7329828739,0.3885631859,0.5067563057,1.2593749762,0.3593806028,0.0192393232,0.0,0.5205811262,0.2482008338,0.138400346,0.5481081009,0.3433578014,0.2736411989,0.0322433412,0.5487995744,0.2976058125,0.1178067327,0.8611851931,2.2527637482,0.2884093523,0.1836478412,0.9979990125,1.2081987858,0.1963338405,0.6306365728,0.0,0.8150449991,0.8351827264,0.0759665743,0.6066933274,0.2109723091,0.3826650381,1.540533185,0.0,0.0157301966,0.0597608909,0.032703191,1.0331656933
PDPK1,4.7103819847,4.9114518166,4.8133502007,4.4767122269,5.1292786598,5.3445692062,4.3511266708,4.4484319687,4.7687878609,5.1125540733,4.5701107979,3.0434319973,4.3198275566,5.41822052,3.0947022438,4.5669307709,4.2645587921,4.8799996376,3.6394057274,5.1207871437,3.7644629478,4.1744146347,2.3015847206,4.3582415581,5.5418028831,5.5385131836,3.048586607,3.529071331,3.6698317528,4.1912307739,4.2608685493,4.7016544342,4.613301754,3.6986963749,4.4521870613,4.7157998085,5.0389323235,3.2500915527,3.8806660175,5.1471967697,4.8565773964,4.6684536934,3.8498892784,4.7107844353,2.5509967804,5.3355975151,4.7922930717,4.5819234848,4.5789208412,4.337325573,5.1189537048,4.2534070015,3.3572297096,4.546746254,4.0130958557,5.2417411804,2.7896521091,1.7745530605,3.4941339493,4.4700160027,4.0086841583,5.0276536942,3.9301128387,4.3177671432,4.08948946,5.2176032066,4.2124137878,4.1118907928,3.8719422817,3.7172870636,5.6379432678
PTRH2,6.0921163559,7.2016925812,4.8927893639,6.1470646858,6.4152059555,5.1691794395,5.3103399277,5.3563938141,6.9874119759,6.0431609154,6.5924153328,4.9081020355,5.4914393425,5.0691952705,5.6616783142,7.0511002541,6.6175851822,5.0895619392,6.1827974319,5.9813299179,5.3036346436,6.8214550018,5.7282009125,5.8579487801,4.6598787308,6.8024644852,6.6203165054,7.3962450027,7.4674425125,7.0222678185,7.7269062996,6.1467876434,5.1945362091,6.7830243111,8.4117994308,6.86095047,5.6532092094,6.2897586823,7.3371758461,5.2668728828,5.5192084312,7.4236960411,6.1620349884,6.2010827065,5.4279413223,7.4814362526,5.3697667122,5.6100029945,5.3481826782,6.6099014282,6.2567009926,5.6337246895,4.6196303368,5.0123362541,5.1339335442,6.2089033127,6.2876257896,2.7116930485,5.6260304451,5.0452027321,6.4128713608,6.1762070656,8.1660070419,5.7766437531,5.3818717003,6.3260912895,4.3904957771,6.3476834297,7.3135905266,6.4445910454,7.1403899193
